poblacion,provincia
Villanueva de Azoague,Castilla León
Villanueva de Campeán,Castilla León
Villanueva de Carazo,Castilla León
Villanueva de Duero,Castilla León
Villanueva de Gormaz,Castilla León
Villanueva de Gumiel,Castilla León
Villanueva de Gómez,Castilla León
Villanueva de la Condesa,Castilla León
Villanueva de las Manzanas,Castilla León
Villanueva de las Peras,Castilla León
Villanueva de los Caballeros,Castilla León
Villanueva de los Infantes,Castilla León
Villanueva de San Mancio,Castilla León
Villanueva de Teba,Castilla León
Villanueva de Ávila,Castilla León
Villanueva del Aceral,Castilla León
Villanueva del Campillo,Castilla León
Villanueva del Campo,Castilla León
Villanueva del Conde,Castilla León
Villanueva del Rebollar,Castilla León
Villanuño de Valdavia,Castilla León
Villanázar,Castilla León
Villaobispo de Otero,Castilla León
Villaornate y Castro,Castilla León
Villaprovedo,Castilla León
Villaquejida,Castilla León
Villaquilambre,Castilla León
Villaquirán de la Puebla,Castilla León
Villaquirán de los Infantes,Castilla León
Villar de Argañán,Castilla León
Villar de Ciervo,Castilla León
Villar de Corneja,Castilla León
Villar de Fallaves,Castilla León
Villar de Gallimazo,Castilla León
Villar de la Yegua,Castilla León
Villar de Peralonso,Castilla León
Villar de Samaniego,Castilla León
Villar del Ala,Castilla León
Villar del Buey,Castilla León
Villar del Campo,Castilla León
Villar del Río,Castilla León
Villaralbo,Castilla León
Villarcayo de Merindad de Castilla la Vieja,Castilla León
Villardeciervos,Castilla León
Villardefrades,Castilla León
Villardiegua de la Ribera,Castilla León
Villardondiego,Castilla León
Villarejo de Órbigo,Castilla León
Villarejo del Valle,Castilla León
Villares de la Reina,Castilla León
Villares de Soria (Los),Castilla León
Villares de Yeltes,Castilla León
Villares de Órbigo,Castilla León
Villariezo,Castilla León
Villarino de los Aires,Castilla León
Villarmayor,Castilla León
Villarmentero de Campos,Castilla León
Villarmentero de Esgueva,Castilla León
Villarmuerto,Castilla León
Villarrabé,Castilla León
Villarramiel,Castilla León
Villarrín de Campos,Castilla León
Villasabariego,Castilla León
Villasandino,Castilla León
Villasarracino,Castilla León
Villasayas,Castilla León
Villasbuenas,Castilla León
Villasdardo,Castilla León
Villaseca de Arciel,Castilla León
Villaseco de los Gamitos,Castilla León
Villaseco de los Reyes,Castilla León
Villaseco del Pan,Castilla León
Villaselán,Castilla León
Villasexmir,Castilla León
Villasila de Valdavia,Castilla León
Villasrubias,Castilla León
Villasur de Herreros,Castilla León
Villatoro,Castilla León
Villatuelda,Castilla León
Villaturde,Castilla León
Villaturiel,Castilla León
Villaumbrales,Castilla León
Villavaquerín,Castilla León
Villavellid,Castilla León
Villavendimio,Castilla León
Villaverde de Guareña,Castilla León
Villaverde de Medina,Castilla León
Villaverde de Montejo,Castilla León
Villaverde de Íscar,Castilla León
Villaverde del Monte,Castilla León
Villaverde-Mogina,Castilla León
Villaveza de Valverde,Castilla León
Villaveza del Agua,Castilla León
Villavicencio de los Caballeros,Castilla León
Villavieja de Yeltes,Castilla León
Villaviudas,Castilla León
Villayerno Morquillas,Castilla León
Villazala,Castilla León
Villazanzo de Valderaduey,Castilla León
Villazopeque,Castilla León
Villegas,Castilla León
Villeguillo,Castilla León
Villerías de Campos,Castilla León
Villodre,Castilla León
Villodrigo,Castilla León
Villoldo,Castilla León
Villoria,Castilla León
Villoruebo,Castilla León
Villoruela,Castilla León
Villota del Páramo,Castilla León
Villovieco,Castilla León
Villán de Tordesillas,Castilla León
Villárdiga,Castilla León
Viloria,Castilla León
Viloria de Rioja,Castilla León
Vilvestre,Castilla León
Vilviestre del Pinar,Castilla León
Vinuesa,Castilla León
Vita,Castilla León
Vitigudino,Castilla León
Vizcaínos,Castilla León
Vizmanos,Castilla León
Viñas,Castilla León
Viñegra de Moraña,Castilla León
Vozmediano,Castilla León
Vídola (La),Castilla León
Wamba,Castilla León
Yanguas,Castilla León
Yanguas de Eresma,Castilla León
Yecla de Yeltes,Castilla León
Yelo,Castilla León
Zael,Castilla León
Zamarra,Castilla León
Zamayón,Castilla León
Zamora,Castilla León
Zapardiel de la Cañada,Castilla León
Zapardiel de la Ribera,Castilla León
Zarapicos,Castilla León
Zaratán,Castilla León
Zarza (La),Castilla León
Zarza de Pumareda (La),Castilla León
Zarzosa de Río Pisuerga,Castilla León
Zarzuela del Monte,Castilla León
Zarzuela del Pinar,Castilla León
Zazuar,Castilla León
Zorita de la Frontera,Castilla León
Zotes del Páramo,Castilla León
Zuñeda,Castilla León
Ágreda,Castilla León
Ávila,Castilla León
Íscar,Castilla León
Ólvega,Castilla León
Úrbel del Castillo,Castilla León
Abella de la Conca,Catalunya
Abrera,Catalunya
Agramunt,Catalunya
Aguilar de Segarra,Catalunya
Agullana,Catalunya
Aiguafreda,Catalunya
Aiguamúrcia,Catalunya
Aiguaviva,Catalunya
Aitona,Catalunya
Alamús (Els),Catalunya
Albagés (L'),Catalunya
Albanyà,Catalunya
Albatàrrec,Catalunya
Albesa,Catalunya
Albi (L'),Catalunya
Albinyana,Catalunya
Albiol (L'),Catalunya
Albons,Catalunya
Alcanar,Catalunya
Alcanó,Catalunya
Alcarràs,Catalunya
Alcoletge,Catalunya
Alcover,Catalunya
Aldea (L'),Catalunya
Aldover,Catalunya
Aleixar (L'),Catalunya
Alella,Catalunya
Alfara de Carles,Catalunya
Alfarràs,Catalunya
Alforja,Catalunya
Alfés,Catalunya
Algerri,Catalunya
Alguaire,Catalunya
Alins,Catalunya
Alió,Catalunya
Almacelles,Catalunya
Almatret,Catalunya
Almenar,Catalunya
Almoster,Catalunya
Alp,Catalunya
Alpens,Catalunya
Alpicat,Catalunya
Alt Àneu,Catalunya
Altafulla,Catalunya
Alàs i Cerc,Catalunya
Alòs de Balaguer,Catalunya
Amer,Catalunya
Ametlla de Mar (L'),Catalunya
Ametlla del Vallès (L'),Catalunya
Ampolla (L'),Catalunya
Amposta,Catalunya
Anglesola,Catalunya
Anglès,Catalunya
Arbeca,Catalunya
Arbolí,Catalunya
Arboç (L'),Catalunya
Arbúcies,Catalunya
Arenys de Mar,Catalunya
Arenys de Munt,Catalunya
Argelaguer,Catalunya
Argentera (L'),Catalunya
Argentona,Catalunya
Argençola,Catalunya
Armentera (L'),Catalunya
Arnes,Catalunya
Arres,Catalunya
Arsèguel,Catalunya
Artesa de Lleida,Catalunya
Artesa de Segre,Catalunya
Artés,Catalunya
Ascó,Catalunya
Aspa,Catalunya
Avellanes i Santa Linya (Les),Catalunya
Avinyonet de Puigventós,Catalunya
Avinyonet del Penedès,Catalunya
Avinyó,Catalunya
Avià,Catalunya
Badalona,Catalunya
Badia del Vallès,Catalunya
Bagà,Catalunya
Baix Pallars,Catalunya
Balaguer,Catalunya
Balenyà,Catalunya
Balsareny,Catalunya
Banyeres del Penedès,Catalunya
Banyoles,Catalunya
Barbens,Catalunya
Barberà de la Conca,Catalunya
Barberà del Vallès,Catalunya
Barcelona,Catalunya
Baronia de Rialb (La),Catalunya
Bassella,Catalunya
Batea,Catalunya
Bausen,Catalunya
Begues,Catalunya
Begur,Catalunya
Belianes,Catalunya
Bell-lloc d'Urgell,Catalunya
Bellaguarda,Catalunya
Bellcaire d'Empordà,Catalunya
Bellcaire d'Urgell,Catalunya
Bellmunt d'Urgell,Catalunya
Bellmunt del Priorat,Catalunya
Bellprat,Catalunya
Bellpuig,Catalunya
Bellvei,Catalunya
Bellver de Cerdanya,Catalunya
Bellvís,Catalunya
Benavent de Segrià,Catalunya
Benifallet,Catalunya
Benissanet,Catalunya
Berga,Catalunya
Besalú,Catalunya
Bescanó,Catalunya
Beuda,Catalunya
Bigues i Riells,Catalunya
Biosca,Catalunya
Bisbal d'Empordà (La),Catalunya
Bisbal de Falset (La),Catalunya
Bisbal del Penedès (La),Catalunya
Biure,Catalunya
Blancafort,Catalunya
Blanes,Catalunya
Boadella i les Escaules,Catalunya
Bolvir,Catalunya
Bonastre,Catalunya
Bordils,Catalunya
Borges Blanques (Les),Catalunya
Borges del Camp (Les),Catalunya
Borrassà,Catalunya
Borredà,Catalunya
Bossòst,Catalunya
Bot,Catalunya
Botarell,Catalunya
Bovera,Catalunya
Breda,Catalunya
Bruc (El),Catalunya
Brull (El),Catalunya
Brunyola,Catalunya
Bràfim,Catalunya
Bàscara,Catalunya
Bòrdes (Es),Catalunya
Cabacés,Catalunya
Cabanabona,Catalunya
Cabanelles,Catalunya
Cabanes,Catalunya
Cabanyes (Les),Catalunya
Cabra del Camp,Catalunya
Cabrera d'Anoia,Catalunya
Cabrera de Mar,Catalunya
Cabrils,Catalunya
Cabó,Catalunya
Cadaqués,Catalunya
Calaf,Catalunya
Calafell,Catalunya
Calders,Catalunya
Caldes d'Estrac,Catalunya
Caldes de Malavella,Catalunya
Caldes de Montbui,Catalunya
Calella,Catalunya
Calldetenes,Catalunya
Callús,Catalunya
Calonge,Catalunya
Calonge de Segarra,Catalunya
Camarasa,Catalunya
Camarles,Catalunya
Cambrils,Catalunya
Campdevànol,Catalunya
Campelles,Catalunya
Campins,Catalunya
Campllong,Catalunya
Camprodon,Catalunya
Camós,Catalunya
Canejan,Catalunya
Canet d'Adri,Catalunya
Canet de Mar,Catalunya
Canovelles,Catalunya
Cantallops,Catalunya
Canyelles,Catalunya
Capafonts,Catalunya
Capellades,Catalunya
Capmany,Catalunya
Capolat,Catalunya
Capçanes,Catalunya
Cardedeu,Catalunya
Cardona,Catalunya
Carme,Catalunya
Caseres,Catalunya
Casserres,Catalunya
Cassà de la Selva,Catalunya
Castell de l'Areny,Catalunya
Castell de Mur,Catalunya
Castell-Platja d'Aro,Catalunya
Castellar de la Ribera,Catalunya
Castellar de n'Hug,Catalunya
Castellar del Riu,Catalunya
Castellar del Vallès,Catalunya
Castellbell i el Vilar,Catalunya
Castellbisbal,Catalunya
Castellcir,Catalunya
Castelldans,Catalunya
Castelldefels,Catalunya
Castellet i la Gornal,Catalunya
Castellfollit de la Roca,Catalunya
Castellfollit de Riubregós,Catalunya
Castellfollit del Boix,Catalunya
Castellgalí,Catalunya
Castellnou de Bages,Catalunya
Castellnou de Seana,Catalunya
Castellolí,Catalunya
Castellserà,Catalunya
Castellterçol,Catalunya
Castellvell del Camp,Catalunya
Castellví de la Marca,Catalunya
Castellví de Rosanes,Catalunya
Castelló d'Empúries,Catalunya
Castelló de Farfanya,Catalunya
Catllar (El),Catalunya
Cava,Catalunya
Cellera de Ter (La),Catalunya
Celrà,Catalunya
Centelles,Catalunya
Cercs,Catalunya
Cerdanyola del Vallès,Catalunya
Cervelló,Catalunya
Cervera,Catalunya
Cervià de les Garrigues,Catalunya
Cervià de Ter,Catalunya
Cistella,Catalunya
Ciutadilla,Catalunya
Clariana de Cardener,Catalunya
Cogul (El),Catalunya
Colera,Catalunya
Coll de Nargó,Catalunya
Collbató,Catalunya
Colldejou,Catalunya
Collsuspina,Catalunya
Colomers,Catalunya
Coma i la Pedra (La),Catalunya
Conca de Dalt,Catalunya
Conesa,Catalunya
Constantí,Catalunya
Copons,Catalunya
Corbera d'Ebre,Catalunya
Corbera de Llobregat,Catalunya
Corbins,Catalunya
Cornellà de Llobregat,Catalunya
Cornellà del Terri,Catalunya
Cornudella de Montsant,Catalunya
Corçà,Catalunya
Creixell,Catalunya
Crespià,Catalunya
Cubelles,Catalunya
Cubells,Catalunya
Cunit,Catalunya
Cànoves i Samalús,Catalunya
Darnius,Catalunya
Das,Catalunya
Deltebre,Catalunya
Dosrius,Catalunya
Duesaigües,Catalunya
Escala (L'),Catalunya
Esparreguera,Catalunya
Espinelves,Catalunya
Espluga Calba (L'),Catalunya
Espluga de Francolí (L'),Catalunya
Esplugues de Llobregat,Catalunya
Espolla,Catalunya
Esponellà,Catalunya
Espot,Catalunya
Espunyola (L'),Catalunya
Estamariu,Catalunya
Estany (L'),Catalunya
Estaràs,Catalunya
Esterri d'Àneu,Catalunya
Esterri de Cardós,Catalunya
Falset,Catalunya
Far d'Empordà (El),Catalunya
Farrera,Catalunya
Fatarella (La),Catalunya
Febró (La),Catalunya
Figaró-Montmany,Catalunya
Figuera (La),Catalunya
Figueres,Catalunya
Figuerola del Camp,Catalunya
Flaçà,Catalunya
Flix,Catalunya
Floresta (La),Catalunya
Fogars de la Selva,Catalunya
Fogars de Montclús,Catalunya
Foixà,Catalunya
Folgueroles,Catalunya
Fondarella,Catalunya
Fonollosa,Catalunya
Font-rubí,Catalunya
Fontanals de Cerdanya,Catalunya
Fontanilles,Catalunya
Fontcoberta,Catalunya
Foradada,Catalunya
Forallac,Catalunya
Fornells de la Selva,Catalunya
Fortià,Catalunya
Forès,Catalunya
Franqueses del Vallès (Les),Catalunya
Freginals,Catalunya
Fuliola (La),Catalunya
Fulleda,Catalunya
Fígols,Catalunya
Fígols i Alinyà,Catalunya
Gaià,Catalunya
Galera (La),Catalunya
Gallifa,Catalunya
Gandesa,Catalunya
Garcia,Catalunya
Garidells (Els),Catalunya
Garriga (La),Catalunya
Garrigoles,Catalunya
Garriguella,Catalunya
Garrigàs,Catalunya
Gavet de la Conca,Catalunya
Gavà,Catalunya
Gelida,Catalunya
Ger,Catalunya
Gimenells i el Pla de la Font,Catalunya
Ginestar,Catalunya
Girona,Catalunya
Gironella,Catalunya
Gisclareny,Catalunya
Godall,Catalunya
Golmés,Catalunya
Gombrèn,Catalunya
Granada (La),Catalunya
Granadella (La),Catalunya
Granera,Catalunya
Granja d'Escarp (La),Catalunya
Granollers,Catalunya
Granyanella,Catalunya
Granyena de les Garrigues,Catalunya
Granyena de Segarra,Catalunya
Gratallops,Catalunya
Gualba,Catalunya
Gualta,Catalunya
Guardiola de Berguedà,Catalunya
Guiamets (Els),Catalunya
Guils de Cerdanya,Catalunya
Guimerà,Catalunya
Guingueta d'Àneu (La),Catalunya
Guissona,Catalunya
Guixers,Catalunya
Gurb,Catalunya
Gósol,Catalunya
Horta de Sant Joan,Catalunya
Hospitalet de Llobregat (L'),Catalunya
Hostalets de Pierola (Els),Catalunya
Hostalric,Catalunya
Igualada,Catalunya
Isona i Conca Dellà,Catalunya
Isòvol,Catalunya
Ivars d'Urgell,Catalunya
Ivars de Noguera,Catalunya
Ivorra,Catalunya
Jafre,Catalunya
Jonquera (La),Catalunya
Jorba,Catalunya
Josa i Tuixén,Catalunya
Juià,Catalunya
Juncosa,Catalunya
Juneda,Catalunya
Les,Catalunya
Linyola,Catalunya
Llacuna (La),Catalunya
Lladorre,Catalunya
Lladurs,Catalunya
Lladó,Catalunya
Llagosta (La),Catalunya
Llagostera,Catalunya
Llambilles,Catalunya
Llanars,Catalunya
Llançà,Catalunya
Llardecans,Catalunya
Llavorsí,Catalunya
Lleida,Catalunya
Llers,Catalunya
Lles de Cerdanya,Catalunya
Llimiana,Catalunya
Llinars del Vallès,Catalunya
Lliçà d'Amunt,Catalunya
Lliçà de Vall,Catalunya
Lloar (El),Catalunya
Llobera,Catalunya
Llorac,Catalunya
Llorenç del Penedès,Catalunya
Lloret de Mar,Catalunya
Llosses (Les),Catalunya
Lluçà,Catalunya
Llívia,Catalunya
Madremanya,Catalunya
Maials,Catalunya
Maià de Montcal,Catalunya
Maldà,Catalunya
Malgrat de Mar,Catalunya
Malla,Catalunya
Manlleu,Catalunya
Manresa,Catalunya
Margalef,Catalunya
Marganell,Catalunya
Martorell,Catalunya
Martorelles,Catalunya
Marçà,Catalunya
Mas de Barberans,Catalunya
Masarac,Catalunya
Masdenverge,Catalunya
Masies de Roda (Les),Catalunya
Masies de Voltregà (Les),Catalunya
Masllorenç,Catalunya
Masnou (El),Catalunya
Maspujols,Catalunya
Masquefa,Catalunya
Masroig (El),Catalunya
Massalcoreig,Catalunya
Massanes,Catalunya
Massoteres,Catalunya
Masó (La),Catalunya
Matadepera,Catalunya
Mataró,Catalunya
Maçanet de Cabrenys,Catalunya
